,tweet_id,favorite_count,retweet_count
292,671159727754231808,313,68
293,671163268581498880,1459,967
294,671166507850801152,782,302
295,671182547775299584,979,284
296,671186162933985280,641,176
297,671347597085433856,834,371
298,671355857343524864,421,105
299,671357843010908160,351,133
300,671362598324076544,977,258
301,671390180817915904,1280,653
302,671485057807351808,678,196
303,671486386088865792,512,173
304,671488513339211776,885,415
305,671497587707535361,827,390
306,671504605491109889,6244,3126
307,671511350426865664,1427,606
308,671518598289059840,833,253
309,671520732782923777,1221,454
310,671528761649688577,739,216
311,671533943490011136,898,497
312,671536543010570240,1037,344
313,671538301157904385,837,336
314,671542985629241344,967,486
315,671544874165002241,1729,889
316,671547767500775424,1205,499
317,671550332464455680,811,183
318,671561002136281088,11393,6322
319,671729906628341761,7495,3807
320,671735591348891648,1287,657
321,671743150407421952,675,201
322,671744970634719232,1212,666
323,671763349865160704,1497,776
324,671768281401958400,1051,434
325,671789708968640512,6324,3001
326,671855973984772097,793,374
327,671866342182637568,999,419
328,671874878652489728,1106,479
329,671879137494245376,1248,575
330,671882082306625538,3109,1212
331,671891728106971137,1176,483
332,671896809300709376,7622,3677
333,672068090318987265,1141,441
334,672082170312290304,838,319
335,672095186491711488,879,328
336,672125275208069120,2119,992
337,672139350159835138,1546,596
338,672160042234327040,767,304
339,672169685991993344,909,319
340,672205392827572224,1991,1009
341,672222792075620352,703,176
342,672231046314901505,1624,876
343,672239279297454080,806,276
344,672245253877968896,607,132
345,672248013293752320,1530,524
346,672254177670729728,1278,652
347,672256522047614977,2515,1329
348,672264251789176834,1012,287
349,672267570918129665,1318,538
350,672272411274932228,5724,2933
351,672466075045466113,1193,448
352,672475084225949696,1298,608
353,672481316919734272,639,110
354,672482722825261057,992,518
355,672488522314567680,990,372
356,672523490734551040,551,146
357,672538107540070400,903,317
358,672591271085670400,641,157
359,672591762242805761,846,285
360,672594978741354496,1180,531
361,672604026190569472,973,337
362,672609152938721280,970,338
363,672614745925664768,1089,512
364,672622327801233409,1149,423
365,672640509974827008,875,271
366,672828477930868736,1109,419
367,672834301050937345,1156,503
368,672877615439593473,909,301
369,672884426393653248,1369,730
370,672898206762672129,795,363
371,672902681409806336,1234,424
372,672964561327235073,1261,557
373,672968025906282496,1184,471
374,672970152493887488,840,305
375,672975131468300288,1500,781
376,672980819271634944,1628,891
377,672984142909456390,1120,471
378,672988786805112832,878,254
379,672995267319328768,845,253
380,672997845381865473,1756,631
381,673148804208660480,1493,549
382,673213039743795200,1976,724
383,673240798075449344,1280,616
384,673270968295534593,960,313
385,673295268553605120,6732,2752
386,673317986296586240,781,216
387,673320132811366400,11978,6890
388,673342308415348736,1139,492
389,673343217010679808,858,235
390,673345638550134785,2231,1102
391,673350198937153538,685,185
392,673352124999274496,1496,475
393,673355879178194945,1346,493
394,673359818736984064,1288,593
395,673363615379013632,932,267
396,673576835670777856,1234,486
397,673580926094458881,739,239
398,673583129559498752,1067,313
399,673612854080196609,1427,632
400,673636718965334016,995,308
401,673656262056419329,650,199
402,673662677122719744,1129,328
403,673680198160809984,1231,418
404,673686845050527744,1277,377
405,673688752737402881,1127,440
406,673689733134946305,1546,569
407,673697980713705472,3515,1697
408,673700254269775872,1283,501
409,673705679337693185,1125,359
410,673707060090052608,990,346
411,673708611235921920,954,256
412,673709992831262724,753,236
413,673711475735838725,941,265
414,673715861853720576,3173,1812
415,673716320723169284,2789,669
416,673887867907739649,842,221
417,673906403526995968,2849,1437
418,673919437611909120,1056,327
419,673956914389192708,1751,838
420,674008982932058114,1082,300
421,674014384960745472,1389,560
422,674019345211760640,1015,265
423,674024893172875264,1584,1087
424,674036086168010753,761,181
425,674038233588723717,980,368
426,674042553264685056,636,110
427,674045139690631169,1268,566
428,674051556661161984,1292,432
429,674053186244734976,2953,1130
430,674063288070742018,5733,1911
431,674075285688614912,889,246
432,674082852460433408,682,144
433,674255168825880576,1306,466
434,674262580978937856,1181,386
435,674265582246694913,1463,733
436,674269164442398721,825,202
437,674271431610523648,1393,645
438,674291837063053312,13198,5142
439,674307341513269249,10147,6041
440,674318007229923329,1252,450
441,674330906434379776,505,66
442,674372068062928900,767,280
443,674394782723014656,1336,488
444,674410619106390016,1069,401
445,674416750885273600,612,117
446,674422304705744896,1284,466
447,674436901579923456,988,344
448,674447403907457024,956,314
449,674468880899788800,5566,1783
450,674606911342424069,841,86
451,674632714662858753,1343,503
452,674638615994089473,1519,512
453,674644256330530816,929,242
454,674646392044941312,1282,430
455,674664755118911488,813,205
456,674670581682434048,1448,567
457,674690135443775488,1027,412
458,674737130913071104,580,80
459,674739953134403584,971,327
460,674742531037511680,432,45
461,674743008475090944,1260,465
462,674752233200820224,1312,401
463,674754018082705410,1230,384
464,674764817387900928,700,200
465,674767892831932416,1632,692
466,674774481756377088,991,411
467,674781762103414784,1807,1049
468,674788554665512960,719,181
469,674790488185167872,985,219
470,674793399141146624,2223,954
471,674800520222154752,2705,749
472,674805413498527744,762,318
473,674999807681908736,1993,956
474,675003128568291329,1393,406
475,675006312288268288,876,201
476,675015141583413248,2421,1044
477,675047298674663426,930,275
478,675109292475830276,2521,999
479,675111688094527488,868,213
480,675113801096802304,1740,688
481,675135153782571009,1165,413
482,675145476954566656,1916,782
483,675146535592706048,1055,257
484,675147105808306176,842,200
485,675149409102012420,3357,1501
486,675153376133427200,5602,2265
487,675166823650848770,3179,1386
488,675334060156301312,2487,1134
489,675349384339542016,3532,2001
490,675354435921575936,29489,14897
491,675362609739206656,942,194
492,675372240448454658,1529,458
493,675432746517426176,1362,503
494,675483430902214656,1666,855
495,675489971617296384,1152,527
496,675497103322386432,2824,1136
497,675501075957489664,15562,5222
498,675517828909424640,1151,407
499,675522403582218240,942,248
500,675531475945709568,1068,331
501,675534494439489536,1664,363
502,675706639471788032,583,86
503,675707330206547968,1786,600
504,675710890956750848,1693,721
505,675740360753160193,1060,295
506,675781562965868544,1458,420
507,675798442703122432,9319,3046
508,675820929667219457,956,208
509,675822767435051008,1384,475
510,675845657354215424,2047,779
511,675849018447167488,866,123
512,675853064436391936,2426,1136
513,675870721063669760,1470,500
514,675878199931371520,3781,1243
515,675888385639251968,2120,841
516,675891555769696257,1922,765
517,675898130735476737,1446,505
518,676089483918516224,1180,392
519,676098748976615425,2682,1250
520,676101918813499392,2584,1051
521,676121918416756736,1967,1028
522,676146341966438401,1753,590
523,676191832485810177,2059,920
524,676215927814406144,1571,516
525,676219687039057920,70943,27770
526,676237365392908289,1090,251
527,676263575653122048,1896,484
528,676430933382295552,1264,302
529,676440007570247681,1565,589
530,676470639084101634,10587,4181
531,676496375194980353,1375,471
532,676533798876651520,1700,490
533,676575501977128964,2335,989
534,676582956622721024,1081,251
535,676588346097852417,2086,700
536,676590572941893632,841,110
537,676593408224403456,4139,1891
538,676603393314578432,1043,340
539,676606785097199616,1724,387
540,676613908052996102,986,176
541,676617503762681856,2615,855
542,676776431406465024,4529,1805
543,676811746707918848,1305,379
544,676819651066732545,1657,602
545,676821958043033607,20732,13791
546,676864501615042560,1900,628
547,676897532954456065,2052,649
548,676916996760600576,2696,1615
549,676936541936185344,11627,4432
550,676942428000112642,1875,668
551,676946864479084545,1576,327
552,676948236477857792,1962,776
553,676949632774234114,1187,348
554,676957860086095872,2028,719
555,676975532580409345,2528,951
556,677187300187611136,2486,812
557,677228873407442944,3212,1467
558,677269281705472000,1798,636
559,677301033169788928,1114,354
560,677314812125323265,1499,471
561,677328882937298944,3338,1345
562,677331501395156992,987,209
563,677334615166730240,1228,253
564,677335745548390400,2764,1550
565,677530072887205888,967,204
566,677547928504967168,6327,3294
567,677557565589463040,2221,1017
568,677565715327688705,1191,411
569,677573743309385728,1939,600
570,677644091929329666,1713,727
571,677662372920729601,1778,842
572,677673981332312066,3036,1350
573,677687604918272002,2260,755
574,677698403548192770,1117,286
575,677700003327029250,3114,1291
576,677716515794329600,2785,877
577,677895101218201600,4400,1844
578,677918531514703872,1218,364
579,677961670166224897,3136,1523
580,678021115718029313,12383,5634
581,678023323247357953,1743,341
582,678255464182861824,1452,328
583,678278586130948096,10418,5496
584,678334497360859136,1183,224
585,678341075375947776,1575,473
586,678380236862578688,2242,822
587,678389028614488064,1714,383
588,678396796259975168,1458,374
589,678399652199309312,73492,28565
590,678410210315247616,3827,1611
591,678424312106393600,5003,2278
592,678446151570427904,3654,1372
593,678643457146150913,1879,360
594,678675843183484930,2607,1320
595,678708137298427904,5131,2190
596,678740035362037760,3406,1488
597,678755239630127104,6489,2931
598,678764513869611008,1481,416
599,678767140346941444,3223,1228
600,678774928607469569,2573,821
601,678798276842360832,3165,1030
602,678800283649069056,2355,821
603,678969228704284672,1498,409
604,678991772295516161,2070,1017
605,679001094530465792,2598,1095
606,679047485189439488,2057,587
607,679062614270468097,15485,7212
608,679111216690831360,5438,2314
609,679132435750195208,2707,1035
610,679148763231985668,2556,926
611,679158373988876288,19437,7246
612,679405845277462528,2165,1073
613,679462823135686656,29427,17019
614,679475951516934144,1927,585
615,679503373272485890,2918,1338
616,679511351870550016,3073,1146
617,679527802031484928,2427,653
618,679530280114372609,4375,1885
619,679722016581222400,1537,426
620,679729593985699840,1991,749
621,679736210798047232,1915,718
622,679777920601223168,2857,997
623,679828447187857408,33171,12600
624,679844490799091713,2187,687
625,679854723806179328,2610,1102
626,679862121895714818,2252,555
627,679872969355714560,2011,598
628,679877062409191424,1801,581
629,680070545539371008,2388,775
630,680085611152338944,11762,8148
631,680100725817409536,3303,1252
632,680115823365742593,2499,828
633,680130881361686529,2119,857
634,680145970311643136,3315,1562
635,680161097740095489,2142,672
636,680176173301628928,3563,1397
637,680191257256136705,1981,441
638,680206703334408192,2592,1048
639,680221482581123072,1361,261
640,680440374763077632,1330,443
641,680473011644985345,2345,673
642,680494726643068929,1573,440
643,680497766108381184,3891,1734
644,680583894916304897,3308,1192
645,680609293079592961,2413,627
646,680798457301471234,2606,937
647,680801747103793152,2187,741
648,680805554198020098,1980,607
649,680836378243002368,3191,1185
650,680889648562991104,1613,325
651,680913438424612864,2215,563
652,680934982542561280,1920,394
653,680940246314430465,2925,937
654,680959110691590145,4222,1822
655,680970795137544192,2215,585
656,681193455364796417,3420,1338
657,681231109724700672,2242,441
658,681242418453299201,1357,471
659,681261549936340994,1334,236
660,681281657291280384,2966,997
661,681297372102656000,2962,857
662,681302363064414209,3602,1623
663,681320187870711809,2413,672
664,681339448655802368,8565,3707
665,681340665377193984,1516,245
666,681523177663676416,13180,5209
667,681579835668455424,3255,1178
668,681610798867845120,1733,418
669,681654059175129088,2424,819
670,681679526984871937,1627,399
671,681694085539872773,11818,3694
672,681891461017812993,2274,746
673,681981167097122816,2599,921
674,682003177596559360,2873,1371
675,682032003584274432,6065,1795
676,682047327939461121,2953,848
677,682059653698686977,4543,1528
678,682088079302213632,16805,8904
679,682242692827447297,2970,1040
680,682259524040966145,3815,1079
681,682303737705140231,2826,885
682,682389078323662849,1542,424
683,682393905736888321,2077,598
684,682406705142087680,6972,1589
685,682429480204398592,3181,1045
686,682638830361513985,1913,535
687,682662431982772225,2819,988
688,682697186228989953,1217,332
689,682750546109968385,1405,398
690,682788441537560576,2285,1019
691,682808988178739200,1628,154
692,682962037429899265,33818,14896
693,683030066213818368,1999,670
694,683078886620553216,1858,520
695,683098815881154561,2000,589
696,683111407806746624,3147,818
697,683142553609318400,2648,937
698,683357973142474752,2671,824
699,683391852557561860,7053,2180
700,683449695444799489,3582,1458
701,683462770029932544,2241,620
702,683481228088049664,2452,904
703,683498322573824003,2935,874
704,683515932363329536,6794,2617
705,683742671509258241,5984,3006
706,683773439333797890,3079,1221
707,683828599284170753,2591,972
708,683834909291606017,2414,1023
709,683849932751646720,2416,855
710,683852578183077888,1797,316
711,683857920510050305,3528,1021
712,684097758874210310,3796,1299
713,684122891630342144,1861,426
714,684147889187209216,2742,1371
715,684177701129875456,1866,594
716,684188786104872960,3226,1054
717,684195085588783105,1764,457
718,684200372118904832,1986,945
719,684222868335505415,3520,1241
720,684225744407494656,1149,184
721,684241637099323392,7492,2952
722,684460069371654144,1818,503
723,684481074559381504,3571,1071
724,684538444857667585,2438,855
725,684567543613382656,2762,1104
726,684588130326986752,3814,1280
727,684594889858887680,8195,3170
728,684800227459624960,2518,905
729,684830982659280897,32378,19705
730,684880619965411328,1926,727
731,684902183876321280,1719,466
732,684914660081053696,3225,1323
733,684926975086034944,3225,417
734,684940049151070208,2964,946
735,684959798585110529,6297,2816
736,684969860808454144,2216,328
737,685169283572338688,3785,1280
738,685198997565345792,2141,589
739,685268753634967552,2844,1077
740,685307451701334016,1928,397
741,685315239903100929,3033,944
742,685321586178670592,2447,579
743,685325112850124800,8685,3588
744,685532292383666176,2812,1047
745,685547936038666240,30401,14143
746,685641971164143616,2696,700
747,685663452032069632,2974,1335
748,685667379192414208,2185,510
749,685681090388975616,1887,110
750,685906723014619143,6905,2594
751,685943807276412928,1498,536
752,685973236358713344,1941,477
753,686003207160610816,1684,563
754,686007916130873345,2282,366
755,686034024800862208,2849,1038
756,686035780142297088,1062,104
757,686050296934563840,2067,664
758,686286779679375361,3725,1525
759,686358356425093120,1998,602
760,686377065986265092,2051,514
761,686386521809772549,3011,791
762,686394059078897668,1596,632
763,686606069955735556,1753,492
764,686618349602762752,3414,1239
765,686683045143953408,2610,733
766,686730991906516992,3812,1090
767,686749460672679938,3205,1320
768,686760001961103360,3242,1258
769,686947101016735744,7996,2903
770,687096057537363968,2079,552
771,687102708889812993,2171,872
772,687109925361856513,5366,2235
773,687124485711986689,2021,462
774,687127927494963200,4976,2054
775,687312378585812992,4016,1735
776,687317306314240000,18672,8356
777,687399393394311168,1752,555
778,687460506001633280,1908,492
779,687476254459715584,1832,483
780,687480748861947905,1477,222
781,687494652870668288,1760,529
782,687664829264453632,1804,471
783,687704180304273409,2246,767
784,687732144991551489,1625,597
785,687807801670897665,2200,660
786,687818504314159109,2281,866
787,687826841265172480,2526,1011
788,687841446767013888,5025,2255
789,688064179421470721,1600,324
790,688116655151435777,2615,700
791,688179443353796608,1981,532
792,688211956440801280,2081,759
793,688385280030670848,8564,4083
794,688519176466644993,2154,660
795,688547210804498433,2404,627
796,688789766343622656,2059,604
797,688804835492233216,889,170
798,688828561667567616,1278,325
799,688894073864884227,2061,622
800,688898160958271489,1933,711
801,688908934925697024,1943,708
802,688916208532455424,2502,773
803,689143371370250240,1868,456
804,689154315265683456,2860,898
805,689255633275777024,2355,977
806,689275259254616065,1055,225
807,689280876073582592,1827,642
808,689283819090870273,3024,1005
809,689289219123089408,2074,849
810,689517482558820352,3135,1299
811,689557536375177216,1903,404
812,689599056876867584,10785,5025
813,689623661272240129,2043,581
814,689659372465688576,9540,3482
815,689661964914655233,3001,852
816,689835978131935233,2019,689
817,689877686181715968,2806,1045
818,689905486972461056,2262,623
819,689977555533848577,1271,410
820,689993469801164801,1348,407
821,689999384604450816,1306,329
822,690005060500217858,3393,1539
823,690015576308211712,2312,662
824,690021994562220032,2584,923
825,690248561355657216,1543,370
826,690348396616552449,1372,463
827,690360449368465409,2454,795
828,690374419777196032,2974,763
829,690400367696297985,1746,406
830,690597161306841088,1789,548
831,690607260360429569,279,14
832,690649993829576704,1202,250
833,690690673629138944,2157,750
834,690728923253055490,2007,466
835,690735892932222976,3508,1154
836,690932576555528194,3032,910
837,690938899477221376,3778,1753
838,690959652130045952,3321,1118
839,690989312272396288,5454,2618
840,691090071332753408,1606,307
841,691096613310316544,2766,796
842,691321916024623104,2392,601
843,691416866452082688,17880,6927
844,691444869282295808,2438,753
845,691459709405118465,3738,1027
846,691483041324204033,2204,502
847,691675652215414786,1797,460
848,691756958957883396,2605,889
849,691793053716221953,7495,3835
850,691820333922455552,3660,1498
851,692017291282812928,2676,873
852,692041934689402880,3128,1134
853,692142790915014657,1513,355
854,692158366030913536,1973,719
855,692187005137076224,2340,747
856,692417313023332352,8667,3143
857,692423280028966913,1365,198
858,692530551048294401,1706,369
859,692535307825213440,2910,1237
860,692568918515392513,4039,1395
861,692752401762250755,6296,3309
862,692828166163931137,2663,797
863,692894228850999298,2088,718
864,692901601640583168,1620,539
865,692905862751522816,2240,791
866,692919143163629568,2504,699
867,693095443459342336,1705,406
868,693109034023534592,1569,551
869,693155686491000832,7274,2901
870,693231807727280129,2659,671
871,693262851218264065,2051,452
872,693267061318012928,2202,733
873,693280720173801472,3091,1126
874,693486665285931008,1632,571
875,693582294167244802,1522,223
876,693590843962331137,4668,1783
877,693622659251335168,1421,338
878,693629975228977152,2264,722
879,693642232151285760,2359,377
880,693644216740769793,1267,115
881,693647888581312512,2480,520
882,693942351086120961,1628,330
883,693993230313091072,1738,359
884,694001791655137281,3142,925
885,694183373896572928,2711,843
886,694206574471057408,3823,1858
887,694329668942569472,1828,449
888,694342028726001664,1465,432
889,694352839993344000,1884,542
890,694356675654983680,1387,251
891,694669722378485760,33075,13099
892,694905863685980160,2538,837
893,694925794720792577,2500,822
894,695051054296211456,2437,718
895,695064344191721472,1479,529
896,695074328191332352,2615,998
897,695095422348574720,2461,551
898,695314793360662529,3341,1301
899,695409464418041856,8007,3253
900,695446424020918272,4100,1655
901,695629776980148225,4208,1897
902,695767669421768709,1712,666
903,695794761660297217,2920,709
904,695816827381944320,2767,1056
905,696100768806522880,1780,587
906,696405997980676096,2931,1054
907,696488710901260288,2315,930
908,696490539101908992,1136,127
909,696518437233913856,3641,1572
910,696713835009417216,2178,587
911,696744641916489729,1899,838
912,696754882863349760,1375,329
913,696877980375769088,2264,641
914,696886256886657024,4455,1630
915,696894894812565505,2172,620
916,696900204696625153,2925,941
917,697242256848379904,2333,618
918,697255105972801536,2853,1058
919,697259378236399616,3044,906
920,697270446429966336,4351,1718
921,697463031882764288,3172,1274
922,697482927769255936,2241,603
923,697516214579523584,1879,995
924,697575480820686848,1891,455
925,697596423848730625,2785,1134
926,697616773278015490,2897,925
927,697630435728322560,1604,498
928,697881462549430272,2786,1056
929,697943111201378304,2207,618
930,697990423684476929,3020,1173
931,697995514407682048,1414,305
932,698178924120031232,2593,678
933,698195409219559425,15524,5458
934,698262614669991936,4410,1800
935,698342080612007937,2079,872
936,698355670425473025,1705,396
937,698549713696649216,2152,560
938,698635131305795584,1198,315
939,698703483621523456,1328,337
940,698710712454139905,2276,618
941,698907974262222848,2343,556
942,698953797952008193,2489,831
943,698989035503689728,3088,878
944,699036661657767936,2407,1093
945,699060279947165696,3433,1624
946,699072405256409088,2724,1081
947,699079609774645248,2261,574
948,699088579889332224,2092,565
949,699323444782047232,2910,784
950,699370870310113280,1754,393
951,699413908797464576,1933,571
952,699423671849451520,1252,289
953,699434518667751424,2032,468
954,699446877801091073,5520,2401
955,699691744225525762,9479,4165
956,699775878809702401,1812,539
957,699779630832685056,2510,1110
958,699788877217865730,2065,470
959,699801817392291840,2781,851
960,700002074055016451,3033,1204
961,700029284593901568,1919,531
962,700062718104104960,2452,613
963,700143752053182464,6938,2440
964,700151421916807169,2059,610
965,700167517596164096,2435,656
966,700462010979500032,3788,1625
967,700505138482569216,2111,522
968,700518061187723268,2399,723
969,700747788515020802,21049,8459
970,700796979434098688,2262,863
971,700847567345688576,2280,452
972,700864154249383937,2405,558
973,700890391244103680,2046,510
974,701214700881756160,11295,4641
975,701545186879471618,2456,550
976,701570477911896070,2582,841
977,701601587219795968,1928,416
978,701805642395348998,3130,1512
979,701889187134500865,3252,1256
980,701952816642965504,3545,930
981,701981390485725185,3166,892
982,702217446468493312,4398,1227
983,702276748847800320,2287,695
984,702321140488925184,3033,955
985,702332542343577600,2939,1387
986,702539513671897089,2650,872
987,702598099714314240,11347,3139
988,702671118226825216,2025,509
989,702684942141153280,2988,965
990,702899151802126337,1483,413
991,702932127499816960,2378,654
992,703041949650034688,24371,11337
993,703079050210877440,6824,2805
994,703268521220972544,1826,494
995,703356393781329922,1771,346
996,703382836347330562,3228,1033
997,703407252292673536,2261,624
998,703425003149250560,3506,1224
999,703611486317502464,3553,1385
1000,703631701117943808,2367,602
1001,703769065844768768,3020,1025
1002,703774238772166656,1709,405
